company_code,entry_type_id,rie_id,date,invoice_id
US001,RIE,1,2021-03-20,1
US001,RIE,2,2021-03-09,2
US001,RIE,3,2021-03-24,3
US001,RIE,4,2021-03-26,4
US001,RIE,5,2021-03-23,5
US001,RIE,6,2021-03-24,6
US001,RIE,7,2021-03-21,7
US001,RIE,8,2021-03-01,8
US001,RIE,9,2021-03-15,9
US001,RIE,10,2021-03-25,10
US001,RIE,11,2021-03-08,11
US001,RIE,12,2021-03-02,12
US001,RIE,13,2021-03-29,13
US001,RIE,14,2021-03-18,14
US001,RIE,15,2021-03-04,15
US001,RIE,16,2021-03-19,16
US001,RIE,17,2021-03-01,17
US001,RIE,18,2021-03-09,18
US001,RIE,19,2021-03-25,19
US001,RIE,20,2021-03-26,20
US001,RIE,21,2021-03-03,21
US001,RIE,22,2021-03-05,22
US001,RIE,23,2021-03-20,23
US001,RIE,24,2021-03-01,24
US001,RIE,25,2021-03-07,25
US001,RIE,26,2021-03-25,26
US001,RIE,27,2021-03-06,27
US001,RIE,28,2021-03-28,28
US001,RIE,29,2021-03-06,29
US001,RIE,30,2021-03-11,30
US001,RIE,31,2021-03-29,31
US001,RIE,32,2021-03-29,32
US001,RIE,33,2021-03-13,33
US001,RIE,34,2021-03-12,34
US001,RIE,35,2021-03-30,35
US001,RIE,36,2021-03-05,36
US001,RIE,37,2021-03-09,37
US001,RIE,38,2021-03-11,38
US001,RIE,39,2021-03-10,39
US001,RIE,40,2021-03-27,40
US001,RIE,41,2021-03-23,41
US001,RIE,42,2021-03-11,42
US001,RIE,43,2021-03-03,43
US001,RIE,44,2021-03-10,44
US001,RIE,45,2021-03-27,45
US001,RIE,46,2021-03-11,46
US001,RIE,47,2021-03-06,47
US001,RIE,48,2021-03-16,48
US001,RIE,49,2021-03-23,49
US001,RIE,50,2021-03-02,50
US001,RIE,51,2021-03-28,51
US001,RIE,52,2021-03-01,52
US001,RIE,53,2021-03-15,53
US001,RIE,54,2021-03-23,54
US001,RIE,55,2021-03-25,55
US001,RIE,56,2021-03-08,56
US001,RIE,57,2021-03-30,57
US001,RIE,58,2021-03-27,58
US001,RIE,59,2021-03-17,59
US001,RIE,60,2021-03-09,60
US001,RIE,61,2021-03-15,61
US001,RIE,62,2021-03-26,62
US001,RIE,63,2021-03-28,63
US001,RIE,64,2021-03-02,64
US001,RIE,65,2021-03-03,65
US001,RIE,66,2021-03-11,66
US001,RIE,67,2021-03-17,67
US001,RIE,68,2021-03-11,68
US001,RIE,69,2021-03-09,69
US001,RIE,70,2021-03-30,70
US001,RIE,71,2021-03-18,71
US001,RIE,72,2021-03-03,72
US001,RIE,73,2021-03-22,73
US001,RIE,74,2021-03-11,74
US001,RIE,75,2021-03-06,75
US001,RIE,76,2021-03-03,76
US001,RIE,77,2021-03-21,77
US001,RIE,78,2021-03-05,78
US001,RIE,79,2021-03-24,79
US001,RIE,80,2021-03-23,80
US001,RIE,81,2021-03-10,81
US001,RIE,82,2021-03-16,82
US001,RIE,83,2021-03-02,83
US001,RIE,84,2021-03-30,84
US001,RIE,85,2021-03-02,85
US001,RIE,86,2021-03-20,86
US001,RIE,87,2021-03-12,87
US001,RIE,88,2021-03-27,88
US001,RIE,89,2021-03-09,89
US001,RIE,90,2021-03-21,90
US001,RIE,91,2021-03-05,91
US001,RIE,92,2021-03-02,92
US001,RIE,93,2021-03-21,93
US001,RIE,94,2021-03-26,94
US001,RIE,95,2021-03-16,95
US001,RIE,96,2021-03-11,96
US001,RIE,97,2021-03-24,97
US001,RIE,98,2021-03-29,98
US001,RIE,99,2021-03-26,99
US001,RIE,100,2021-03-04,100
US001,RIE,101,2021-03-06,101
US001,RIE,102,2021-03-14,102
US001,RIE,103,2021-03-28,103
US001,RIE,104,2021-03-05,104
US001,RIE,105,2021-03-15,105
US001,RIE,106,2021-03-17,106
US001,RIE,107,2021-03-15,107
US001,RIE,108,2021-03-16,108
US001,RIE,109,2021-03-23,109
US001,RIE,110,2021-03-10,110
US001,RIE,111,2021-03-13,111
US001,RIE,112,2021-03-29,112
US001,RIE,113,2021-03-04,113
US001,RIE,114,2021-03-13,114
US001,RIE,115,2021-03-27,115
US001,RIE,116,2021-03-18,116
US001,RIE,117,2021-03-06,117
US001,RIE,118,2021-03-30,118
US001,RIE,119,2021-03-16,119
US001,RIE,120,2021-03-06,120
US001,RIE,121,2021-03-03,121
US001,RIE,122,2021-03-16,122
US001,RIE,123,2021-03-09,123
US001,RIE,124,2021-03-17,124
US001,RIE,125,2021-03-26,125
US001,RIE,126,2021-03-18,126
US001,RIE,127,2021-03-03,127
US001,RIE,128,2021-03-25,128
US001,RIE,129,2021-03-23,129
US001,RIE,130,2021-03-22,130
US001,RIE,131,2021-03-02,131
US001,RIE,132,2021-03-12,132
US001,RIE,133,2021-03-18,133
US001,RIE,134,2021-03-23,134
US001,RIE,135,2021-03-09,135
US001,RIE,136,2021-03-09,136
US001,RIE,137,2021-03-23,137
US001,RIE,138,2021-03-11,138
US001,RIE,139,2021-03-01,139
US001,RIE,140,2021-03-25,140
US001,RIE,141,2021-03-09,141
US001,RIE,142,2021-03-11,142
US001,RIE,143,2021-03-15,143
US001,RIE,144,2021-03-17,144
US001,RIE,145,2021-03-21,145
US001,RIE,146,2021-03-22,146
US001,RIE,147,2021-03-24,147
US001,RIE,148,2021-03-27,148
US001,RIE,149,2021-03-12,149
US001,RIE,150,2021-03-30,150
US001,RIE,151,2021-03-27,151
US001,RIE,152,2021-03-28,152
US001,RIE,153,2021-03-28,153
US001,RIE,154,2021-03-15,154
US001,RIE,155,2021-03-11,155
US001,RIE,156,2021-03-17,156
US001,RIE,157,2021-03-05,157
US001,RIE,158,2021-03-06,158
US001,RIE,159,2021-03-07,159
US001,RIE,160,2021-03-12,160
US001,RIE,161,2021-03-28,161
US001,RIE,162,2021-03-10,162
US001,RIE,163,2021-03-03,163
US001,RIE,164,2021-03-14,164
US001,RIE,165,2021-03-06,165
US001,RIE,166,2021-03-30,166
US001,RIE,167,2021-03-19,167
US001,RIE,168,2021-03-17,168
US001,RIE,169,2021-03-22,169
US001,RIE,170,2021-03-30,170
US001,RIE,171,2021-03-14,171
US001,RIE,172,2021-03-20,172
US001,RIE,173,2021-03-28,173
US001,RIE,174,2021-03-09,174
US001,RIE,175,2021-03-24,175
US001,RIE,176,2021-03-07,176
US001,RIE,177,2021-03-15,177
US001,RIE,178,2021-03-25,178
US001,RIE,179,2021-03-06,179
US001,RIE,180,2021-03-21,180
US001,RIE,181,2021-03-23,181
US001,RIE,182,2021-03-02,182
US001,RIE,183,2021-03-08,183
US001,RIE,184,2021-03-05,184
US001,RIE,185,2021-03-04,185
US001,RIE,186,2021-03-06,186
US001,RIE,187,2021-03-07,187
US001,RIE,188,2021-03-02,188
US001,RIE,189,2021-03-14,189
US001,RIE,190,2021-03-15,190
US001,RIE,191,2021-03-13,191
US001,RIE,192,2021-03-03,192
US001,RIE,193,2021-03-19,193
US001,RIE,194,2021-03-07,194
US001,RIE,195,2021-03-08,195
US001,RIE,196,2021-03-23,196
US001,RIE,197,2021-03-12,197
US001,RIE,198,2021-03-12,198
US001,RIE,199,2021-03-13,199
US001,RIE,200,2021-03-28,200
US001,RIE,201,2021-03-14,201
US001,RIE,202,2021-03-27,202
US001,RIE,203,2021-03-10,203
US001,RIE,204,2021-03-11,204
US001,RIE,205,2021-03-27,205
US001,RIE,206,2021-03-14,206
US001,RIE,207,2021-03-27,207
US001,RIE,208,2021-03-19,208
US001,RIE,209,2021-03-21,209
US001,RIE,210,2021-03-18,210
US001,RIE,211,2021-03-12,211
US001,RIE,212,2021-03-15,212
US001,RIE,213,2021-03-06,213
US001,RIE,214,2021-03-16,214
US001,RIE,215,2021-03-07,215
US001,RIE,216,2021-03-20,216
US001,RIE,217,2021-03-22,217
US001,RIE,218,2021-03-13,218
US001,RIE,219,2021-03-04,219
US001,RIE,220,2021-03-11,220
US001,RIE,221,2021-03-11,221
US001,RIE,222,2021-03-29,222
US001,RIE,223,2021-03-13,223
US001,RIE,224,2021-03-08,224
US001,RIE,225,2021-03-16,225
US001,RIE,226,2021-03-10,226
US001,RIE,227,2021-03-23,227
US001,RIE,228,2021-03-13,228
US001,RIE,229,2021-03-30,229
US001,RIE,230,2021-03-06,230
US001,RIE,231,2021-03-09,231
US001,RIE,232,2021-03-24,232
US001,RIE,233,2021-03-09,233
US001,RIE,234,2021-03-01,234
US001,RIE,235,2021-03-11,235
US001,RIE,236,2021-03-16,236
US001,RIE,237,2021-03-10,237
US001,RIE,238,2021-03-01,238
US001,RIE,239,2021-03-04,239
US001,RIE,240,2021-03-22,240
US001,RIE,241,2021-03-08,241
US001,RIE,242,2021-03-10,242
US001,RIE,243,2021-03-02,243
US001,RIE,244,2021-03-05,244
US001,RIE,245,2021-03-27,245
US001,RIE,246,2021-03-01,246
US001,RIE,247,2021-03-18,247
US001,RIE,248,2021-03-09,248
US001,RIE,249,2021-03-08,249
US001,RIE,250,2021-03-30,250
US001,RIE,251,2021-03-16,251
US001,RIE,252,2021-03-26,252
US001,RIE,253,2021-03-02,253
US001,RIE,254,2021-03-16,254
US001,RIE,255,2021-03-09,255
US001,RIE,256,2021-03-05,256
US001,RIE,257,2021-03-16,257
US001,RIE,258,2021-03-16,258
US001,RIE,259,2021-03-17,259
US001,RIE,260,2021-03-21,260
US001,RIE,261,2021-03-24,261
US001,RIE,262,2021-03-29,262
US001,RIE,263,2021-03-04,263
US001,RIE,264,2021-03-18,264
US001,RIE,265,2021-03-20,265
US001,RIE,266,2021-03-24,266
US001,RIE,267,2021-03-17,267
US001,RIE,268,2021-03-01,268
US001,RIE,269,2021-03-12,269
US001,RIE,270,2021-03-12,270
US001,RIE,271,2021-03-24,271
US001,RIE,272,2021-03-02,272
US001,RIE,273,2021-03-09,273
US001,RIE,274,2021-03-18,274
US001,RIE,275,2021-03-15,275
US001,RIE,276,2021-03-30,276
US001,RIE,277,2021-03-04,277
US001,RIE,278,2021-03-29,278
US001,RIE,279,2021-03-22,279
US001,RIE,280,2021-03-07,280
US001,RIE,281,2021-03-01,281
US001,RIE,282,2021-03-25,282
US001,RIE,283,2021-03-23,283
US001,RIE,284,2021-03-16,284
US001,RIE,285,2021-03-27,285
US001,RIE,286,2021-03-16,286
US001,RIE,287,2021-03-22,287
US001,RIE,288,2021-03-28,288
US001,RIE,289,2021-03-24,289
US001,RIE,290,2021-03-29,290
US001,RIE,291,2021-03-10,291
US001,RIE,292,2021-03-15,292
US001,RIE,293,2021-03-10,293
US001,RIE,294,2021-03-01,294
US001,RIE,295,2021-03-23,295
US001,RIE,296,2021-03-14,296
US001,RIE,297,2021-03-10,297
US001,RIE,298,2021-03-21,298
US001,RIE,299,2021-03-25,299
US001,RIE,300,2021-03-16,300
US001,RIE,301,2021-03-30,301
US001,RIE,302,2021-03-05,302
US001,RIE,303,2021-03-06,303
US001,RIE,304,2021-03-18,304
US001,RIE,305,2021-03-16,305
US001,RIE,306,2021-03-11,306
US001,RIE,307,2021-03-19,307
US001,RIE,308,2021-03-18,308
US001,RIE,309,2021-03-02,309
US001,RIE,310,2021-03-03,310
US001,RIE,311,2021-03-08,311
US001,RIE,312,2021-03-27,312
US001,RIE,313,2021-03-03,313
US001,RIE,314,2021-03-03,314
US001,RIE,315,2021-03-22,315
US001,RIE,316,2021-03-01,316
US001,RIE,317,2021-03-11,317
US001,RIE,318,2021-03-24,318
US001,RIE,319,2021-03-14,319
US001,RIE,320,2021-03-13,320
US001,RIE,321,2021-03-23,321
US001,RIE,322,2021-03-16,322
US001,RIE,323,2021-03-04,323
US001,RIE,324,2021-03-20,324
US001,RIE,325,2021-03-21,325
US001,RIE,326,2021-03-27,326
US001,RIE,327,2021-03-04,327
US001,RIE,328,2021-03-05,328
US001,RIE,329,2021-03-30,329
US001,RIE,330,2021-03-05,330
US001,RIE,331,2021-03-20,331
US001,RIE,332,2021-03-14,332
US001,RIE,333,2021-03-03,333
US001,RIE,334,2021-03-07,334
US001,RIE,335,2021-03-18,335
US001,RIE,336,2021-03-04,336
US001,RIE,337,2021-03-13,337
US001,RIE,338,2021-03-03,338
US001,RIE,339,2021-03-02,339
US001,RIE,340,2021-03-19,340
US001,RIE,341,2021-03-29,341
US001,RIE,342,2021-03-01,342
US001,RIE,343,2021-03-14,343
US001,RIE,344,2021-03-03,344
US001,RIE,345,2021-03-11,345
US001,RIE,346,2021-03-22,346
US001,RIE,347,2021-03-16,347
US001,RIE,348,2021-03-12,348
US001,RIE,349,2021-03-12,349
US001,RIE,350,2021-03-30,350
US001,RIE,351,2021-03-02,351
US001,RIE,352,2021-03-23,352
US001,RIE,353,2021-03-05,353
US001,RIE,354,2021-03-17,354
US001,RIE,355,2021-03-08,355
US001,RIE,356,2021-03-03,356
US001,RIE,357,2021-03-08,357
US001,RIE,358,2021-03-08,358
US001,RIE,359,2021-03-28,359
US001,RIE,360,2021-03-05,360
US001,RIE,361,2021-03-21,361
US001,RIE,362,2021-03-19,362
US001,RIE,363,2021-03-03,363
US001,RIE,364,2021-03-16,364
US001,RIE,365,2021-03-11,365
US001,RIE,366,2021-03-04,366
US001,RIE,367,2021-03-24,367
US001,RIE,368,2021-03-13,368
US001,RIE,369,2021-03-28,369
US001,RIE,370,2021-03-14,370
US001,RIE,371,2021-03-24,371
US001,RIE,372,2021-03-03,372
US001,RIE,373,2021-03-30,373
US001,RIE,374,2021-03-22,374
US001,RIE,375,2021-03-27,375
US001,RIE,376,2021-03-07,376
US001,RIE,377,2021-03-12,377
US001,RIE,378,2021-03-27,378
US001,RIE,379,2021-03-11,379
US001,RIE,380,2021-03-12,380
US001,RIE,381,2021-03-26,381
US001,RIE,382,2021-03-21,382
US001,RIE,383,2021-03-10,383
US001,RIE,384,2021-03-14,384
US001,RIE,385,2021-03-12,385
US001,RIE,386,2021-03-17,386
US001,RIE,387,2021-03-02,387
US001,RIE,388,2021-03-19,388
US001,RIE,389,2021-03-07,389
US001,RIE,390,2021-03-24,390
US001,RIE,391,2021-03-06,391
US001,RIE,392,2021-03-03,392
US001,RIE,393,2021-03-02,393
US001,RIE,394,2021-03-02,394
US001,RIE,395,2021-03-07,395
US001,RIE,396,2021-03-02,396
US001,RIE,397,2021-03-16,397
US001,RIE,398,2021-03-29,398
US001,RIE,399,2021-03-30,399
US001,RIE,400,2021-03-16,400
US001,RIE,401,2021-03-22,401
US001,RIE,402,2021-03-25,402
US001,RIE,403,2021-03-12,403
US001,RIE,404,2021-03-14,404
US001,RIE,405,2021-03-29,405
US001,RIE,406,2021-03-20,406
US001,RIE,407,2021-03-30,407
US001,RIE,408,2021-03-11,408
US001,RIE,409,2021-03-13,409
US001,RIE,410,2021-03-28,410
US001,RIE,411,2021-03-29,411
US001,RIE,412,2021-03-05,412
US001,RIE,413,2021-03-04,413
US001,RIE,414,2021-03-22,414
US001,RIE,415,2021-03-02,415
US001,RIE,416,2021-03-30,416
US001,RIE,417,2021-03-12,417
US001,RIE,418,2021-03-23,418
US001,RIE,419,2021-03-16,419
US001,RIE,420,2021-03-22,420
US001,RIE,421,2021-03-10,421
US001,RIE,422,2021-03-08,422
US001,RIE,423,2021-03-06,423
US001,RIE,424,2021-03-02,424
US001,RIE,425,2021-03-01,425
US001,RIE,426,2021-03-08,426
US001,RIE,427,2021-03-20,427
US001,RIE,428,2021-03-13,428
US001,RIE,429,2021-03-23,429
US001,RIE,430,2021-03-22,430
US001,RIE,431,2021-03-10,431
US001,RIE,432,2021-03-06,432
US001,RIE,433,2021-03-25,433
US001,RIE,434,2021-03-07,434
US001,RIE,435,2021-03-24,435
US001,RIE,436,2021-03-09,436
US001,RIE,437,2021-03-15,437
US001,RIE,438,2021-03-06,438
US001,RIE,439,2021-03-02,439
US001,RIE,440,2021-03-27,440
US001,RIE,441,2021-03-17,441
US001,RIE,442,2021-03-19,442
US001,RIE,443,2021-03-12,443
US001,RIE,444,2021-03-23,444
US001,RIE,445,2021-03-03,445
US001,RIE,446,2021-03-29,446
US001,RIE,447,2021-03-30,447
US001,RIE,448,2021-03-02,448
US001,RIE,449,2021-03-22,449
US001,RIE,450,2021-03-08,450
US001,RIE,451,2021-03-16,451
US001,RIE,452,2021-03-13,452
US001,RIE,453,2021-03-26,453
US001,RIE,454,2021-03-02,454
US001,RIE,455,2021-03-27,455
US001,RIE,456,2021-03-21,456
US001,RIE,457,2021-03-29,457
US001,RIE,458,2021-03-02,458
US001,RIE,459,2021-03-07,459
US001,RIE,460,2021-03-06,460
US001,RIE,461,2021-03-17,461
US001,RIE,462,2021-03-21,462
US001,RIE,463,2021-03-18,463
US001,RIE,464,2021-03-08,464
US001,RIE,465,2021-03-03,465
US001,RIE,466,2021-03-30,466
US001,RIE,467,2021-03-11,467
US001,RIE,468,2021-03-03,468
US001,RIE,469,2021-03-30,469
US001,RIE,470,2021-03-06,470
US001,RIE,471,2021-03-28,471
US001,RIE,472,2021-03-24,472
US001,RIE,473,2021-03-07,473
US001,RIE,474,2021-03-20,474
US001,RIE,475,2021-03-12,475
US001,RIE,476,2021-03-16,476
US001,RIE,477,2021-03-19,477
US001,RIE,478,2021-03-17,478
US001,RIE,479,2021-03-05,479
US001,RIE,480,2021-03-24,480
US001,RIE,481,2021-03-30,481
US001,RIE,482,2021-03-25,482
US001,RIE,483,2021-03-10,483
US001,RIE,484,2021-03-23,484
US001,RIE,485,2021-03-15,485
US001,RIE,486,2021-03-29,486
US001,RIE,487,2021-03-27,487
US001,RIE,488,2021-03-03,488
US001,RIE,489,2021-03-25,489
US001,RIE,490,2021-03-09,490
US001,RIE,491,2021-03-27,491
US001,RIE,492,2021-03-13,492
US001,RIE,493,2021-03-05,493
US001,RIE,494,2021-03-05,494
US001,RIE,495,2021-03-18,495
US001,RIE,496,2021-03-16,496
US001,RIE,497,2021-03-03,497
US001,RIE,498,2021-03-26,498
US001,RIE,499,2021-03-19,499
US001,RIE,500,2021-03-16,500
US001,RIE,501,2021-03-23,501
US001,RIE,502,2021-03-08,502
US001,RIE,503,2021-03-02,503
US001,RIE,504,2021-03-23,504
US001,RIE,505,2021-03-10,505
US001,RIE,506,2021-03-29,506
US001,RIE,507,2021-03-03,507
US001,RIE,508,2021-03-13,508
US001,RIE,509,2021-03-25,509
US001,RIE,510,2021-03-25,510
US001,RIE,511,2021-03-18,511
US001,RIE,512,2021-03-10,512
US001,RIE,513,2021-03-05,513
US001,RIE,514,2021-03-27,514
US001,RIE,515,2021-03-23,515
US001,RIE,516,2021-03-21,516
US001,RIE,517,2021-03-26,517
US001,RIE,518,2021-03-01,518
US001,RIE,519,2021-03-14,519
US001,RIE,520,2021-03-09,520
US001,RIE,521,2021-03-26,521
US001,RIE,522,2021-03-26,522
US001,RIE,523,2021-03-13,523
US001,RIE,524,2021-03-11,524
US001,RIE,525,2021-03-03,525
US001,RIE,526,2021-03-06,526
US001,RIE,527,2021-03-05,527
US001,RIE,528,2021-03-09,528
US001,RIE,529,2021-03-22,529
US001,RIE,530,2021-03-02,530
US001,RIE,531,2021-03-18,531
US001,RIE,532,2021-03-01,532
US001,RIE,533,2021-03-02,533
US001,RIE,534,2021-03-12,534
US001,RIE,535,2021-03-14,535
US001,RIE,536,2021-03-20,536
US001,RIE,537,2021-03-01,537
US001,RIE,538,2021-03-17,538
US001,RIE,539,2021-03-12,539
US001,RIE,540,2021-03-07,540
US001,RIE,541,2021-03-12,541
US001,RIE,542,2021-03-19,542
US001,RIE,543,2021-03-20,543
US001,RIE,544,2021-03-27,544
US001,RIE,545,2021-03-17,545
US001,RIE,546,2021-03-20,546
US001,RIE,547,2021-03-21,547
US001,RIE,548,2021-03-05,548
US001,RIE,549,2021-03-15,549
US001,RIE,550,2021-03-14,550
US001,RIE,551,2021-03-04,551
US001,RIE,552,2021-03-11,552
US001,RIE,553,2021-03-15,553
US001,RIE,554,2021-03-08,554
US001,RIE,555,2021-03-15,555
US001,RIE,556,2021-03-20,556
US001,RIE,557,2021-03-06,557
US001,RIE,558,2021-03-02,558
US001,RIE,559,2021-03-22,559
US001,RIE,560,2021-03-06,560
US001,RIE,561,2021-03-18,561
US001,RIE,562,2021-03-20,562
US001,RIE,563,2021-03-01,563
US001,RIE,564,2021-03-27,564
US001,RIE,565,2021-03-14,565
US001,RIE,566,2021-03-07,566
US001,RIE,567,2021-03-01,567
US001,RIE,568,2021-03-02,568
US001,RIE,569,2021-03-30,569
US001,RIE,570,2021-03-19,570
US001,RIE,571,2021-03-08,571
US001,RIE,572,2021-03-16,572
US001,RIE,573,2021-03-29,573
US001,RIE,574,2021-03-12,574
US001,RIE,575,2021-03-13,575
US001,RIE,576,2021-03-07,576
US001,RIE,577,2021-03-07,577
US001,RIE,578,2021-03-17,578
US001,RIE,579,2021-03-25,579
US001,RIE,580,2021-03-26,580
US001,RIE,581,2021-03-08,581
US001,RIE,582,2021-03-12,582
US001,RIE,583,2021-03-12,583
US001,RIE,584,2021-03-08,584
US001,RIE,585,2021-03-27,585
US001,RIE,586,2021-03-22,586
US001,RIE,587,2021-03-27,587
US001,RIE,588,2021-03-30,588
US001,RIE,589,2021-03-28,589
US001,RIE,590,2021-03-02,590
US001,RIE,591,2021-03-12,591
US001,RIE,592,2021-03-05,592
US001,RIE,593,2021-03-27,593
US001,RIE,594,2021-03-08,594
US001,RIE,595,2021-03-04,595
US001,RIE,596,2021-03-06,596
US001,RIE,597,2021-03-04,597
US001,RIE,598,2021-03-25,598
US001,RIE,599,2021-03-29,599
US001,RIE,600,2021-03-30,600
US001,RIE,601,2021-03-07,601
US001,RIE,602,2021-03-25,602
US001,RIE,603,2021-03-11,603
US001,RIE,604,2021-03-16,604
US001,RIE,605,2021-03-20,605
US001,RIE,606,2021-03-03,606
US001,RIE,607,2021-03-13,607
US001,RIE,608,2021-03-23,608
US001,RIE,609,2021-03-01,609
US001,RIE,610,2021-03-04,610
US001,RIE,611,2021-03-17,611
US001,RIE,612,2021-03-19,612
