company_code,sales_order_id,product_id,units,unit_selling_price,currency_id,tax_code,shipped
US001,1,3,13,1500,1,1,yes
US001,1,5,21,1200,1,1,yes
US001,2,3,12,1500,1,1,yes
US001,2,4,16,100,1,1,no
US001,2,5,4,1200,1,1,yes
US001,4,5,7,1200,1,1,yes
US001,7,3,9,1500,1,1,yes
US001,7,4,18,100,1,1,yes
US001,7,5,16,1200,1,1,yes
US001,8,4,15,100,1,1,yes
US001,8,5,2,1200,1,1,yes
US001,9,3,16,1500,1,1,yes
US001,9,4,6,100,1,1,yes
US001,9,5,21,1200,1,1,yes
US001,10,3,1,1500,1,1,yes
US001,10,4,4,100,1,1,yes
US001,10,5,2,1200,1,1,yes
US001,12,3,18,1500,1,1,yes
US001,12,4,21,100,1,1,yes
US001,12,5,19,1200,1,1,yes
US001,13,4,18,100,1,1,yes
US001,13,5,5,1200,1,1,yes
US001,20,3,21,1500,1,1,yes
US001,20,4,17,100,1,1,yes
US001,20,5,8,1200,1,1,yes
US001,21,5,10,1200,1,1,yes
US001,23,5,4,1200,1,1,yes
US001,24,3,3,1500,1,1,yes
US001,24,4,19,100,1,1,yes
US001,25,3,8,1500,1,1,yes
US001,25,4,19,100,1,1,yes
US001,25,5,7,1200,1,1,yes
US001,27,3,3,1500,1,1,yes
US001,27,4,3,100,1,1,yes
US001,27,5,18,1200,1,1,yes
US001,29,4,20,100,1,1,yes
US001,29,5,15,1200,1,1,yes
US001,33,3,11,1500,1,1,yes
US001,35,3,12,1500,1,1,yes
US001,36,3,1,1500,1,1,yes
US001,36,4,19,100,1,1,yes
US001,36,5,3,1200,1,1,yes
US001,37,3,16,1500,1,1,yes
US001,37,4,11,100,1,1,yes
US001,39,3,13,1500,1,1,yes
US001,39,4,15,100,1,1,yes
US001,40,5,9,1200,1,1,yes
US001,42,3,21,1500,1,1,yes
US001,42,4,16,100,1,1,yes
US001,42,5,9,1200,1,1,yes
US001,43,3,13,1500,1,1,yes
US001,43,5,17,1200,1,1,yes
US001,46,3,18,1500,1,1,yes
US001,46,5,21,1200,1,1,yes
US001,49,5,15,1200,1,1,yes
US001,51,3,3,1500,1,1,yes
US001,51,4,7,100,1,1,yes
US001,51,5,9,1200,1,1,yes
US001,52,3,9,1500,1,1,yes
US001,52,4,17,100,1,1,yes
US001,52,5,12,1200,1,1,yes
US001,54,3,19,1500,1,1,yes
US001,54,4,10,100,1,1,yes
US001,54,5,10,1200,1,1,yes
US001,56,3,14,1500,1,1,yes
US001,56,5,15,1200,1,1,yes
US001,57,3,11,1500,1,1,yes
US001,57,5,5,1200,1,1,yes
US001,58,4,15,100,1,1,yes
US001,58,5,8,1200,1,1,yes
US001,60,3,17,1500,1,1,yes
US001,60,4,15,100,1,1,yes
US001,60,5,13,1200,1,1,yes
US001,61,4,7,100,1,1,yes
US001,62,3,21,1500,1,1,yes
US001,62,4,16,100,1,1,yes
US001,64,3,9,1500,1,1,yes
US001,67,3,1,1500,1,1,yes
US001,68,4,2,100,1,1,yes
US001,69,3,9,1500,1,1,yes
US001,69,4,6,100,1,1,yes
US001,70,3,13,1500,1,1,yes
US001,70,4,7,100,1,1,yes
US001,70,5,13,1200,1,1,yes
US001,71,3,7,1500,1,1,yes
US001,71,4,14,100,1,1,yes
US001,71,5,19,1200,1,1,yes
US001,72,3,5,1500,1,1,yes
US001,72,4,17,100,1,1,yes
US001,72,5,11,1200,1,1,yes
US001,73,3,7,1500,1,1,no
US001,73,5,12,1200,1,1,yes
US001,74,3,8,1500,1,1,yes
US001,77,4,11,100,1,1,yes
US001,77,5,6,1200,1,1,yes
US001,81,5,1,1200,1,1,yes
US001,82,3,1,1500,1,1,yes
US001,82,4,19,100,1,1,yes
US001,82,5,15,1200,1,1,yes
US001,83,3,17,1500,1,1,yes
US001,83,4,15,100,1,1,yes
US001,83,5,10,1200,1,1,yes
US001,84,3,18,1500,1,1,yes
US001,84,4,18,100,1,1,yes
US001,84,5,5,1200,1,1,yes
US001,86,3,5,1500,1,1,yes
US001,86,4,20,100,1,1,yes
US001,86,5,6,1200,1,1,yes
US001,87,4,15,100,1,1,yes
US001,87,5,15,1200,1,1,yes
US001,89,3,10,1500,1,1,yes
US001,89,4,1,100,1,1,yes
US001,89,5,9,1200,1,1,yes
US001,90,3,9,1500,1,1,yes
US001,90,5,8,1200,1,1,no
US001,91,3,11,1500,1,1,yes
US001,91,4,15,100,1,1,yes
US001,91,5,7,1200,1,1,yes
US001,92,5,1,1200,1,1,yes
US001,95,3,12,1500,1,1,yes
US001,96,3,20,1500,1,1,yes
US001,97,3,1,1500,1,1,yes
US001,97,4,20,100,1,1,yes
US001,97,5,14,1200,1,1,yes
US001,99,3,16,1500,1,1,yes
US001,99,5,11,1200,1,1,yes
US001,103,3,9,1500,1,1,yes
US001,103,5,3,1200,1,1,yes
US001,105,3,1,1500,1,1,yes
US001,105,5,14,1200,1,1,yes
US001,106,4,4,100,1,1,yes
US001,108,3,7,1500,1,1,yes
US001,108,4,5,100,1,1,yes
US001,108,5,9,1200,1,1,yes
US001,110,5,20,1200,1,1,yes
US001,112,3,10,1500,1,1,yes
US001,112,4,3,100,1,1,yes
US001,112,5,17,1200,1,1,yes
US001,116,3,7,1500,1,1,yes
US001,116,4,10,100,1,1,yes
US001,117,3,18,1500,1,1,yes
US001,117,4,2,100,1,1,yes
US001,117,5,1,1200,1,1,yes
US001,118,3,21,1500,1,1,yes
US001,118,4,20,100,1,1,yes
US001,118,5,11,1200,1,1,yes
US001,120,3,19,1500,1,1,yes
US001,120,4,12,100,1,1,yes
US001,121,4,7,100,1,1,yes
US001,121,5,8,1200,1,1,yes
US001,122,3,20,1500,1,1,yes
US001,123,3,7,1500,1,1,yes
US001,123,4,3,100,1,1,yes
US001,123,5,6,1200,1,1,yes
US001,124,3,3,1500,1,1,yes
US001,124,4,12,100,1,1,yes
US001,124,5,18,1200,1,1,no
US001,125,3,19,1500,1,1,no
US001,125,5,20,1200,1,1,yes
US001,126,3,16,1500,1,1,yes
US001,128,3,2,1500,1,1,yes
US001,128,5,5,1200,1,1,yes
US001,131,4,18,100,1,1,yes
US001,131,5,10,1200,1,1,yes
US001,132,3,16,1500,1,1,yes
US001,134,3,12,1500,1,1,yes
US001,137,3,9,1500,1,1,yes
US001,139,3,11,1500,1,1,yes
US001,139,4,1,100,1,1,yes
US001,140,5,3,1200,1,1,yes
US001,141,4,21,100,1,1,yes
US001,141,5,1,1200,1,1,yes
US001,142,5,5,1200,1,1,yes
US001,144,3,11,1500,1,1,yes
US001,145,3,10,1500,1,1,yes
US001,145,4,13,100,1,1,yes
US001,145,5,17,1200,1,1,yes
US001,146,3,8,1500,1,1,yes
US001,147,3,6,1500,1,1,yes
US001,147,4,19,100,1,1,yes
US001,147,5,5,1200,1,1,yes
US001,149,3,15,1500,1,1,yes
US001,149,4,20,100,1,1,yes
US001,149,5,9,1200,1,1,yes
US001,155,3,10,1500,1,1,yes
US001,155,4,3,100,1,1,yes
US001,158,3,21,1500,1,1,yes
US001,158,4,8,100,1,1,yes
US001,158,5,19,1200,1,1,yes
US001,159,5,17,1200,1,1,yes
US001,161,5,6,1200,1,1,yes
US001,162,4,16,100,1,1,yes
US001,162,5,1,1200,1,1,yes
US001,163,3,16,1500,1,1,yes
US001,163,4,1,100,1,1,yes
US001,163,5,9,1200,1,1,yes
US001,165,5,4,1200,1,1,yes
US001,166,3,16,1500,1,1,yes
US001,166,4,15,100,1,1,yes
US001,166,5,10,1200,1,1,yes
US001,167,4,20,100,1,1,yes
US001,168,3,17,1500,1,1,yes
US001,168,4,11,100,1,1,yes
US001,172,3,6,1500,1,1,yes
US001,172,4,12,100,1,1,yes
US001,172,5,4,1200,1,1,yes
US001,174,3,1,1500,1,1,yes
US001,174,5,20,1200,1,1,yes
US001,175,3,17,1500,1,1,yes
US001,175,4,6,100,1,1,yes
US001,175,5,17,1200,1,1,yes
US001,176,4,5,100,1,1,yes
US001,179,3,13,1500,1,1,yes
US001,179,4,11,100,1,1,yes
US001,179,5,6,1200,1,1,yes
US001,181,3,3,1500,1,1,yes
US001,182,3,19,1500,1,1,yes
US001,182,4,13,100,1,1,yes
US001,185,3,17,1500,1,1,yes
US001,185,4,1,100,1,1,yes
US001,185,5,14,1200,1,1,yes
US001,190,3,3,1500,1,1,yes
US001,190,4,11,100,1,1,yes
US001,190,5,12,1200,1,1,yes
US001,191,3,2,1500,1,1,yes
US001,191,4,10,100,1,1,yes
US001,192,3,21,1500,1,1,yes
US001,192,4,11,100,1,1,yes
US001,192,5,10,1200,1,1,yes
US001,193,3,21,1500,1,1,yes
US001,193,5,12,1200,1,1,yes
